Player,Stat Type,Prop Team,Home vs. Away,Expected Value,Prop Line,Probability Over,Probability Under,Max Probability
Chris Paul,points,PHX,0,8.511933008835284,9.5,0.36541164536394655,0.6345883546360535,0.6345883546360535
Sam Hauser,assists,PHI,1,0.983761569992142,0.5,0.6341331337500378,0.3658668662499622,0.6341331337500378
Ja Morant,points,IND,1,21.550623160802296,22.5,0.366718216160564,0.633281783839436,0.633281783839436
Kevin Durant,rebounds,SAS,1,5.885118294401966,6.5,0.36883566214441443,0.6311643378555856,0.6311643378555856
Zach Edey,assists,IND,1,0.9615227452823762,0.5,0.6308510656525597,0.3691489343474404,0.6308510656525597
Devin Booker,assists,SAS,1,7.133763790187024,6.5,0.6306915670389703,0.3693084329610296,0.6306915670389703
Norman Powell,points,MIL,1,25.339910414928728,23.5,0.6304896922240246,0.3695103077759754,0.6304896922240246
De'Andre Hunter,rebounds,BKN,1,4.177340458079862,3.5,0.6302881024288791,0.36971189757112083,0.6302881024288791
Stephon Castle,points,PHX,0,15.042332592155311,13.5,0.6293057987776419,0.3706942012223581,0.6293057987776419
Payton Pritchard,rebounds,PHI,1,4.274306681106277,3.5,0.6289935039143246,0.3710064960856753,0.6289935039143246
Nick Richards,points,SAS,1,9.33355064864365,8.5,0.628809136535967,0.37119086346403296,0.628809136535967
Al Horford,points,PHI,1,6.393082081505284,5.5,0.6282154975230556,0.3717845024769444,0.6282154975230556
Pascal Siakam,rebounds,MEM,0,7.187299929846192,6.5,0.6279458186006488,0.3720541813993512,0.6279458186006488
Desmond Bane,points,IND,1,18.04689711641274,19.5,0.3721165293394495,0.6278834706605505,0.6278834706605505
Michael Porter Jr.,assists,CHA,0,2.0592595086322776,1.5,0.6251834107129508,0.37481658928704914,0.6251834107129508
Brandon Clarke,assists,IND,1,0.9351006065835543,0.5,0.6240808150381991,0.3759191849618008,0.6240808150381991
Day'Ron Sharpe,rebounds,CLE,0,6.1630462735760405,5.5,0.6229184868913478,0.37708151310865223,0.6229184868913478
Wendell Carter Jr.,points,ATL,1,9.292185763920942,8.5,0.6228011109964099,0.3771988890035901,0.6228011109964099
Donovan Mitchell,points,BKN,1,23.837246756458267,22.5,0.6216778713473514,0.3783221286526486,0.6216778713473514
Anthony Black,points,ATL,1,10.603042320959993,9.5,0.6210193917736218,0.37898060822637825,0.6210193917736218
Andrew Nembhard,rebounds,MEM,0,3.0699179691450498,2.5,0.6200023599399257,0.3799976400600743,0.6200023599399257
Kentavious Caldwell-Pope,points,ATL,1,8.587859741429114,7.5,0.6190966710122106,0.3809033289877895,0.6190966710122106
Nic Claxton,assists,CLE,0,1.9394762483175043,1.5,0.6189260978080865,0.3810739021919135,0.6189260978080865
