Player,Stat Type,Prop Line,EV,Probability_Hit,Bet Direction
brook lopez,Pts + Rebs + Asts,19.5,1.9069697632574307,0.9689899210858103,Under
brook lopez,Assists,1.5,0.6743798036233177,0.5216136459885725,Under
brook lopez,Rebounds,4.5,0.8553714947155833,0.5985069337792204,Over
gary trent jr.,Points,11.5,0.7724888803127996,0.5908296267709332,Over
gary trent jr.,Pts + Rebs + Asts,15.5,1.642212014448792,0.8807373381495973,Under
gary trent jr.,Assists,1.5,0.5598907224863474,0.5199635741621158,Under
gary trent jr.,Rebounds,2.5,0.5194811869723821,0.506493728990794,Under
naz reid,Points,18.5,1.4241253771462365,0.824532441206203,Under
naz reid,Pts + Rebs + Asts,28.5,1.9968765160570108,0.9989588386856703,Under
naz reid,1Q Points,4.5,1.607352470009624,0.8868545816359266,Over
naz reid,Rebounds,7.5,1.5228458140534298,0.813821230339816,Under
nickeil alexander-walker,Points,10.5,0.9115798441325955,0.6371932813775318,Under
nickeil alexander-walker,Pts + Rebs + Asts,18.5,1.9549729313250683,0.9849909771083561,Under
nickeil alexander-walker,Assists,3.5,1.3089898899274828,0.7496720421842477,Under
nickeil alexander-walker,Rebounds,3.5,1.132183264853285,0.6990764802797657,Under
andre jackson jr.,Points,4.5,0.886761633587125,0.6506074598576294,Under
andre jackson jr.,Pts + Rebs + Asts,10.5,1.9165632050354613,0.9721877350118204,Under
andre jackson jr.,Assists,1.5,0.7840100093634855,0.5773495175933611,Under
andre jackson jr.,1Q Points,1.5,1.03437884039846,0.7015099449649862,Over
shai gilgeous-alexander,Points,32.5,1.0454662990524206,0.6818220996841402,Under
shai gilgeous-alexander,Pts + Rebs + Asts,42.5,1.9948625656180234,0.9982875218726744,Under
shai gilgeous-alexander,1Q Points,11.5,1.9250840852519213,0.9590439623776792,Over
shai gilgeous-alexander,1Q Pts + Rebs + Asts,15.5,0.8073659427185551,0.6024553142395184,Under
jalen williams,Points,21.5,0.8731681664686084,0.6459200574029684,Under
jalen williams,Pts + Rebs + Asts,30.5,1.9903227893714657,0.9967742631238219,Under
jalen williams,1Q Pts + Rebs + Asts,6.5,0.934693194914031,0.6448977316380103,Over
jalen williams,Assists,4.5,0.5428395247148474,0.497690169262854,Under
andrew wiggins,Points,15.5,0.7244243884995725,0.5748081294998575,Over
andrew wiggins,Pts + Rebs + Asts,22.5,1.9212764620157685,0.9737588206719229,Under
andrew wiggins,Rebounds,4.5,0.6504070928712873,0.5272866111409864,Over
andrew wiggins,Assists,2.5,0.5899864862563269,0.5559393308588556,Under
jaime jaquez jr.,Points,8.5,0.9062695301997826,0.6354231767332609,Over
jaime jaquez jr.,Pts + Rebs + Asts,14.5,1.7359670798790132,0.9119890266263377,Under
jaime jaquez jr.,Assists,2.5,0.6939094036249004,0.5326759130895914,Over
jaime jaquez jr.,Rebounds,3.5,0.8666069533809131,0.6370672195839293,Over
nikola jovic,Points,11.5,0.8894285775839547,0.6298095258613182,Under
nikola jovic,Pts + Rebs + Asts,19.5,1.945270561334946,0.9817568537783153,Under
nikola jovic,Assists,3.5,0.9696579140431246,0.6839089979316405,Under
nikola jovic,1Q Points,1.5,1.654680720503357,0.9091372330490949,Over
davion mitchell,Points,4.5,0.9118285903364497,0.6569857698750686,Over
davion mitchell,Pts + Rebs + Asts,10.5,1.5917466045924682,0.8639155348641561,Under
davion mitchell,1Q Points,0.5,1.6291532656881627,0.8763844218960543,Over
davion mitchell,Rebounds,1.5,0.6032489846241023,0.5453227838857491,Over
isaiah joe,Points,9.5,0.7571755594972953,0.5857251864990984,Under
isaiah joe,Pts + Rebs + Asts,13.5,1.8069381247426635,0.9356460415808878,Under
isaiah joe,Rebounds,2.5,0.7241828094407455,0.5747276031469152,Under
isaiah joe,Assists,1.5,0.6809978760386806,0.6068584390031337,Under
kenrich williams,Points,5.5,0.6742904382055925,0.5489476846575714,Over
kenrich williams,Pts + Rebs + Asts,10.5,1.70670676258529,0.90223558752843,Under
kenrich williams,Assists,1.5,0.6368463587209234,0.5179893540256086,Over
kenrich williams,Rebounds,3.5,0.6542369165862869,0.5514123055287623,Over
bam adebayo,Points,17.5,0.5006065049667772,0.500202168322259,Under
bam adebayo,Pts + Rebs + Asts,31.5,1.9888010375333551,0.9962670125111184,Under
bam adebayo,Assists,3.5,0.7001867331444218,0.5862712872911799,Over
bam adebayo,Rebounds,9.5,0.521269335774937,0.5209826492379921,Over
tyler herro,Points,21.5,0.5789392277511098,0.537054159099017,Under
tyler herro,Pts + Rebs + Asts,31.5,1.9835595304870997,0.9945198434956999,Under
tyler herro,1Q Pts + Rebs + Asts,10.5,0.5443175346325234,0.5147725115441745,Under
tyler herro,Assists,5.5,0.9958629463353269,0.6543812938804351,Under
alex caruso,Points,6.5,0.6886096666583,0.5628698888861,Over
alex caruso,Pts + Rebs + Asts,12.5,1.7754080603518716,0.9251360201172906,Under
alex caruso,Rebounds,2.5,0.7827390560110842,0.6168647252633509,Over
alex caruso,Assists,2.5,0.7764010396148554,0.5921336798716185,Over
jaylin williams,Points,4.5,0.6140943745221223,0.5565842670765939,Over
jaylin williams,Pts + Rebs + Asts,13.5,1.924373821607079,0.9747912738690263,Under
jaylin williams,Rebounds,5.5,0.969576434899519,0.6312744983652304,Under
jaylin williams,Assists,2.5,0.8534677126827331,0.6391267974768046,Under
aaron wiggins,Points,12.5,1.2634897767204767,0.7301579924904763,Under
aaron wiggins,Pts + Rebs + Asts,19.5,1.9556377102216098,0.98521257007387,Under
aaron wiggins,Rebounds,3.5,0.7289174721813055,0.5577153136068728,Under
aaron wiggins,Assists,1.5,0.607916796489995,0.546910474996597,Under
kel'el ware,Points,10.5,0.8436954461830263,0.6145651487276754,Under
kel'el ware,Pts + Rebs + Asts,21.5,1.9233121081650077,0.9744373693883359,Under
kel'el ware,1Q Points,2.5,1.3453272779821919,0.7977303666606095,Over
kel'el ware,Rebounds,9.5,1.3335883285240644,0.799174085110981,Under
isaiah hartenstein,Points,9.5,1.0094839935625117,0.6440653825520871,Under
isaiah hartenstein,Pts + Rebs + Asts,25.5,1.9906751284524917,0.996891709484164,Under
isaiah hartenstein,Rebounds,11.5,1.4201916945270494,0.7883360568492017,Under
isaiah hartenstein,Assists,3.5,1.1770187995084052,0.700006044858008,Under
cade cunningham,Points,27.5,1.1273800239769853,0.7091266746589951,Under
cade cunningham,Pts + Rebs + Asts,44.5,1.9994325108561357,0.9998108369520452,Under
cade cunningham,Rebounds,5.5,0.5130368375289529,0.48650702171348964,Under
cade cunningham,Assists,10.5,1.2653220678568609,0.7705177101553948,Under
coby white,Points,20.5,1.1635969624593225,0.7211989874864408,Under
coby white,Pts + Rebs + Asts,28.5,1.9786609205520327,0.9928869735173442,Under
coby white,1Q Points,4.5,1.7958994264687613,0.9319664754895871,Over
coby white,Rebounds,2.5,0.9630033021336651,0.6911983458217131,Over
tobias harris,Points,14.5,0.7841156933020239,0.5947052311006746,Over
tobias harris,Pts + Rebs + Asts,21.5,1.8663501705962495,0.9554500568654165,Under
tobias harris,Assists,1.5,1.3847819870477696,0.7844677588972926,Over
tobias harris,Rebounds,5.5,0.925453726062856,0.6271836241247087,Over
patrick williams,Pts + Rebs + Asts,14.5,1.8541569381694658,0.9513856460564886,Under
patrick williams,Rebounds,3.5,0.8013954595433708,0.6004651531811236,Over
patrick williams,Assists,1.5,0.6118938918203999,0.5372979639401333,Over
dennis schroder,Points,6.5,1.5776040055086347,0.8592013351695449,Over
dennis schroder,Pts + Rebs + Asts,12.5,1.1956539928910928,0.7318846642970309,Under
dennis schroder,Rebounds,1.5,1.2744101795313691,0.778907595729921,Over
dennis schroder,Assists,3.5,1.2039542479188494,0.7346514159729498,Over
matas buzelis,Points,12.5,1.7000431627535644,0.8794928868904118,Under
matas buzelis,Pts + Rebs + Asts,19.5,1.9227080563518486,0.9975112820313475,Under
matas buzelis,Assists,1.5,1.3625476920646922,0.8348225060299266,Under
matas buzelis,1Q Points,2.5,1.2063437548170257,0.7504570594615734,Over
malik beasley,Points,15.5,0.8333596218180471,0.6011015153501794,Under
malik beasley,Pts + Rebs + Asts,19.5,1.866685027072815,0.9555616756909383,Under
malik beasley,Assists,1.5,0.6684117246399023,0.5197544313519945,Over
malik beasley,Rebounds,2.5,0.9142829635626009,0.6380943211875336,Over
nikola vucevic,Points,17.5,0.7756396159512737,0.5918798719837579,Over
nikola vucevic,Pts + Rebs + Asts,31.5,1.988261954708506,0.9960873182361687,Under
nikola vucevic,Assists,3.5,0.5335200172156553,0.5111733390718851,Under
nikola vucevic,1Q Points,4.5,1.9575916361451653,0.9858638787150551,Over
ausar thompson,Points,11.5,1.0509177646039736,0.7072130222772323,Under
ausar thompson,Pts + Rebs + Asts,19.5,2.0218425164858123,0.9907680381920697,Under
ausar thompson,Assists,2.5,0.9302310847221699,0.6434103615740566,Under
ausar thompson,1Q Points,2.5,1.7008200521530976,0.9002733507176992,Over
josh giddey,Points,13.5,0.5872852060692593,0.5290950686897531,Under
josh giddey,Pts + Rebs + Asts,26.5,1.9830052510044855,0.9943350836681618,Under
josh giddey,1Q Pts + Rebs + Asts,6.5,0.8721539465954031,0.624051315531801,Over
josh giddey,1Q Points,2.5,1.8539152909978607,0.9707194867339662,Over
jalen duren,Points,12.5,0.7598336557168012,0.5866112185722671,Under
jalen duren,Pts + Rebs + Asts,26.5,1.988169341794363,0.9960564472647877,Under
jalen duren,Rebounds,11.5,0.8371624362752951,0.6123874787584317,Under
jalen duren,1Q Points,3.5,1.793411694749481,0.9311372315831603,Over
ayo dosunmu,Points,12.5,0.7924422275164803,0.5974807425054934,Under
ayo dosunmu,Pts + Rebs + Asts,20.5,1.9444960052705356,0.9814986684235119,Under
ayo dosunmu,Rebounds,2.5,0.7232309232329477,0.602528294836695,Over
ayo dosunmu,1Q Points,2.5,1.6540820205887945,0.9120556771782798,Over
tre jones,Points,5.5,0.9974218806828701,0.6658072935609567,Over
tre jones,Rebounds,2.5,0.7816073440816622,0.5637997924309057,Over
tre jones,Assists,3.5,1.108524558942063,0.6758091535070715,Over
tim hardaway jr.,Pts + Rebs + Asts,13.5,1.4561183109128606,0.8187061036376202,Under
tim hardaway jr.,1Q Points,2.5,1.789454642376201,0.9298182141254003,Over
tim hardaway jr.,Rebounds,2.5,0.9163294538348247,0.6064333714667166,Over
kevin huerter,Rebounds,2.5,0.8594882820420218,0.6412028558765592,Over
kevin huerter,Assists,1.5,1.0799391007461077,0.7272514338273104,Over
zion williamson,Points,24.5,0.548595388695136,0.5161984628983787,Under
zion williamson,Pts + Rebs + Asts,35.5,1.9936183104812222,0.9978727701604074,Under
zion williamson,1Q Pts + Rebs + Asts,8.5,0.9618286496288471,0.6539428832096157,Over
zion williamson,1Q Points,4.5,1.9887603042141961,0.9962534347380654,Over
zach lavine,Points,21.5,0.8514702858407288,0.6171567619469096,Over
zach lavine,Pts + Rebs + Asts,30.5,1.9484742660017216,0.9828247553339072,Under
zach lavine,Assists,4.5,0.504578443326943,0.522423070599633,Under
zach lavine,Rebounds,4.5,0.704470254901741,0.5359969355036922,Over
keegan murray,Points,12.5,0.6223281222669463,0.5407760407556488,Over
keegan murray,Pts + Rebs + Asts,19.5,1.9358263971392282,0.9562952433678267,Under
keegan murray,Rebounds,6.5,0.677978098443305,0.5726887707997628,Under
keegan murray,1Q Points,2.5,1.758765667324869,0.9447827627824894,Over
cj mccollum,Points,23.5,0.7924049727572248,0.5974683242524083,Under
cj mccollum,Pts + Rebs + Asts,32.5,1.9836186698448994,0.9945395566149665,Under
cj mccollum,1Q Pts + Rebs + Asts,8.5,0.7054401796266452,0.5684800598755484,Over
cj mccollum,1Q Points,6.5,1.9405548067894307,0.9641163300948954,Over
malik monk,Points,20.5,1.3022509997104597,0.7674169999034866,Under
malik monk,Pts + Rebs + Asts,31.5,1.9919716538514771,0.997323884617159,Under
malik monk,1Q Pts + Rebs + Asts,8.5,0.6609192542617599,0.5536397514205866,Under
malik monk,1Q Points,4.5,1.6070252467764496,0.898974223026362,Over
trey murphy iii,Points,23.5,1.3865847061320289,0.795528235377343,Under
trey murphy iii,Pts + Rebs + Asts,33.5,1.9902670477822255,0.9967556825940752,Under
trey murphy iii,Rebounds,5.5,1.0509050919255898,0.6999676081657302,Under
trey murphy iii,1Q Points,5.5,1.5581715660615234,0.8760861527607957,Over
domantas sabonis,Points,19.5,0.5354725494220034,0.5118241831406678,Under
domantas sabonis,Pts + Rebs + Asts,40.5,1.999253227237361,0.999751075745787,Under
domantas sabonis,1Q Points,5.5,1.9676589786123788,0.9892196595374596,Over
domantas sabonis,Rebounds,14.5,0.9255303964464866,0.6418434654821622,Under
demar derozan,Points,21.0,0.8424133440775492,0.6141377813591831,Over
demar derozan,Pts + Rebs + Asts,29.0,1.9442547235292507,0.9814182411764169,Under
demar derozan,Assists,3.5,1.2513499456018664,0.7239067349202142,Over
demar derozan,1Q Pts + Rebs + Asts,6.5,1.0853029637001688,0.6951009879000563,Over
jonas valanciunas,Points,7.5,1.4613144375710148,0.8204381458570049,Over
jonas valanciunas,Pts + Rebs + Asts,15.5,1.450559336753795,0.816853112251265,Under
jonas valanciunas,Assists,1.5,0.9171128955694606,0.6390376318564869,Over
jonas valanciunas,Rebounds,5.5,1.5193734924361388,0.8397911641453796,Over
yves missi,Points,8.5,0.5249736830736171,0.508324561024539,Over
yves missi,Pts + Rebs + Asts,18.5,1.9917509102848943,0.9745116971612032,Under
yves missi,1Q Points,1.5,1.5122854628837838,0.906962260968875,Over
yves missi,Assists,1.5,0.6074640252174386,0.527037385317193,Under
jose alvarado,Points,9.5,0.7438844621231728,0.5931579803140044,Under
jose alvarado,Pts + Rebs + Asts,17.5,1.9351143442863794,0.9783714480954598,Under
jose alvarado,Assists,5.5,1.5302945189796837,0.8665392188286588,Under
jose alvarado,1Q Points,2.5,1.5682307104143078,0.8311426247295495,Over
keon ellis,Points,7.5,0.6819673786914272,0.5606557928971424,Under
keon ellis,Pts + Rebs + Asts,12.5,1.7783950469630712,0.9261316823210237,Under
keon ellis,Assists,1.5,0.5903005324240019,0.5580001868154393,Under
keon ellis,Rebounds,2.5,0.7260450722965202,0.5549984155294276,Under
kevin durant,Points,27.5,0.5018339717572331,0.5006113239190777,Under
kevin durant,Pts + Rebs + Asts,37.5,1.9959038080506593,0.9986346026835531,Under
kevin durant,Assists,4.5,0.7311998151083978,0.5770666050361326,Over
kevin durant,1Q Points,7.5,1.9112812511644623,0.9970141271111173,Over
jalen green,Points,24.5,1.023204929106325,0.6744016430354417,Under
jalen green,Pts + Rebs + Asts,32.5,1.9803534158764333,0.9934511386254777,Under
jalen green,Rebounds,4.5,0.5580037762218248,0.5193345920739416,Under
jalen green,1Q Pts + Rebs + Asts,9.5,0.5155063372817064,0.5051687790939021,Under
tyus jones,Points,14.5,1.3279863745474279,0.775995458182476,Under
tyus jones,Pts + Rebs + Asts,23.5,1.9821884602262316,0.9940628200754106,Under
tyus jones,Assists,6.5,0.8525114368595306,0.6175038122865102,Under
tyus jones,1Q Points,3.5,1.616974990158791,0.8608470362364444,Over
amen thompson,Points,17.5,1.3628017754564328,0.7876005918188109,Under
amen thompson,Pts + Rebs + Asts,32.5,1.997504229290036,0.999168076430012,Under
amen thompson,1Q Points,4.5,1.7207423636629882,0.8748367728819897,Over
amen thompson,Assists,5.5,1.5799127091852918,0.8599709030617639,Under
mason plumlee,Points,4.5,0.9751820541373469,0.6741235679649648,Over
mason plumlee,Pts + Rebs + Asts,14.5,1.7879359247484743,0.9293119749161581,Under
mason plumlee,Assists,2.5,0.4940509303619026,0.5242283966182114,Under
mason plumlee,Rebounds,7.5,0.6392242814252662,0.565249752215609,Under
bol bol,Points,12.5,1.6434766079658338,0.8695646736729716,Under
bol bol,Pts + Rebs + Asts,21.5,1.9911243078084577,0.9970414359361526,Under
bol bol,1Q Points,3.5,0.984375667342587,0.6614585557808623,Over
bol bol,Rebounds,6.5,1.6277483236244736,0.8476607495562818,Under
alperen sengun,Points,19.5,0.8644533178335863,0.6133070124452586,Under
alperen sengun,Pts + Rebs + Asts,34.5,1.9912000071669684,0.9970666690556561,Under
alperen sengun,1Q Pts + Rebs + Asts,9.5,0.6058989071995402,0.5352996357331801,Over
alperen sengun,Rebounds,9.5,0.6816047654912092,0.5389758863753875,Under
dillon brooks,Points,14.5,0.5189714464398861,0.5166569545713898,Under
dillon brooks,Pts + Rebs + Asts,18.5,1.8793285843978658,0.9440421588189725,Under
dillon brooks,Assists,1.5,0.9292093347284766,0.6066696021158732,Over
dillon brooks,Rebounds,3.5,0.5590552499168775,0.5078355862921424,Under
royce o'neale,Points,11.5,1.278492082630353,0.7594973608767843,Under
royce o'neale,Pts + Rebs + Asts,19.5,1.9768604899578872,0.9922868299859624,Under
royce o'neale,1Q Points,2.5,1.5218567923200041,0.8636495864109603,Over
royce o'neale,Rebounds,4.5,0.6796194136464051,0.5791791081539328,Over
tari eason,Points,11.5,0.8104318844000838,0.591644406666694,Under
tari eason,Pts + Rebs + Asts,20.5,1.9699813789900276,0.9899937929966759,Under
tari eason,1Q Points,2.5,1.7596540093899555,0.9198846697966518,Over
tari eason,Assists,1.5,0.9154700461805056,0.653744043065019,Under
nick richards,Points,7.5,0.6100889793511117,0.5366963264503706,Over
nick richards,Pts + Rebs + Asts,16.5,1.7634969421040578,0.9399649462938973,Under
nick richards,1Q Points,1.5,1.4108384810977235,0.8734922032962766,Over
nick richards,Assists,0.5,0.6523721116642508,0.6008625860597275,Over
lebron james,Points,24.5,0.7637728892716493,0.5879242964238831,Over
lebron james,Pts + Rebs + Asts,39.5,1.9946883798551593,0.9982294599517197,Under
lebron james,Assists,7.5,0.7491582710480935,0.6010853165113723,Over
lebron james,Rebounds,6.5,0.930933238651293,0.6567800131466983,Over
luka doncic,Points,23.5,1.2772341933447797,0.7590780644482599,Over
luka doncic,Pts + Rebs + Asts,37.5,1.9498462659231235,0.9832820886410412,Under
luka doncic,1Q Points,6.5,1.9846753763738052,0.9948917921246018,Over
luka doncic,1Q Pts + Rebs + Asts,11.5,0.9795734642244879,0.6598578214081626,Over
keyonte george,Points,16.5,0.7739366533066633,0.5913122177688878,Under
keyonte george,Pts + Rebs + Asts,25.5,1.9671409748589894,0.9890469916196631,Under
keyonte george,Assists,5.5,0.6522067751913879,0.5638930973349446,Under
keyonte george,Rebounds,2.5,0.8710033321142515,0.6519175373220388,Over
walker kessler,Points,12.5,1.143305883425945,0.7144352944753151,Under
walker kessler,Pts + Rebs + Asts,25.5,1.992692916188053,0.9975643053960177,Under
walker kessler,Assists,1.5,0.7502123074082194,0.6014475283189757,Under
walker kessler,Rebounds,11.5,1.0824538026469215,0.6805404583813469,Under
john collins,Points,17.5,0.7323974184496511,0.5642988333712218,Under
john collins,Pts + Rebs + Asts,27.5,1.9865982242978686,0.9955327414326228,Under
john collins,Assists,1.5,0.5649057839238834,0.5216352613079611,Over
john collins,Rebounds,7.5,0.6386921634646334,0.5611959463919978,Over
isaiah collier,Points,11.5,1.3799811568654319,0.8095174002943646,Under
isaiah collier,Pts + Rebs + Asts,22.5,1.9812528863982648,0.9937509621327549,Under
isaiah collier,1Q Points,2.5,1.31862344235804,0.7503635735786538,Over
isaiah collier,Rebounds,3.5,0.8077665678563369,0.6025888559521123,Under
lauri markkanen,Points,18.5,0.711836722421455,0.5706122408071517,Over
lauri markkanen,Pts + Rebs + Asts,25.5,1.9027884425308592,0.9675961475102864,Under
lauri markkanen,Rebounds,5.5,1.0994638486978408,0.6838644458299155,Over
lauri markkanen,1Q Points,5.5,1.8212993238073918,0.9661983985641752,Over
austin reaves,Points,20.5,1.1756692046273842,0.7450921933655426,Under
austin reaves,Pts + Rebs + Asts,28.5,1.9732244893643553,0.9910748297881184,Under
austin reaves,Rebounds,4.5,0.6551555449681548,0.5848606165965211,Under
austin reaves,Assists,4.5,0.6072711845166945,0.5504353371632515,Over
jordan clarkson,Points,18.5,0.6189372141389189,0.558254211772041,Under
jordan clarkson,Pts + Rebs + Asts,25.5,1.953082964350309,0.9843609881167696,Under
jordan clarkson,1Q Points,5.5,1.8759866797540745,0.9460482499191034,Over
jordan clarkson,1Q Pts + Rebs + Asts,7.5,0.5930469284627442,0.5310156428209147,Over
rui hachimura,Points,15.5,0.9488757279817047,0.6628829006740492,Under
rui hachimura,Pts + Rebs + Asts,20.5,1.9401861366185098,0.9800620455395033,Under
rui hachimura,Rebounds,4.5,0.5873852731475391,0.5492682606046848,Over
rui hachimura,Assists,0.5,1.1178880302925962,0.7618302267239555,Over
jaxson hayes,Points,8.5,1.085170516383777,0.6950568387945923,Under
jaxson hayes,Pts + Rebs + Asts,15.5,1.9512693320107366,0.9837564440035789,Under
jaxson hayes,Rebounds,5.5,1.215375145766306,0.738458381922102,Under
jaxson hayes,Assists,1.5,1.3381585228836184,0.8062615596150409,Under
nikola jokic,Points,29.5,0.9340153865291999,0.6446717955097333,Under
nikola jokic,Pts + Rebs + Asts,51.5,1.9991190206370635,0.9997063402123545,Under
nikola jokic,Assists,9.5,0.7186346579975752,0.5543982767734114,Under
nikola jokic,1Q Points,9.5,1.9102783976103441,0.970092799203448,Over
jamal murray,Points,20.5,0.561930996332348,0.5137930908987987,Under
jamal murray,Pts + Rebs + Asts,30.5,1.974690232937153,0.991563410979051,Under
jamal murray,1Q Pts + Rebs + Asts,8.5,0.7158354547578591,0.571945151585953,Over
jamal murray,Rebounds,3.5,0.7541631844652962,0.5966541443759511,Over
jerami grant,Points,14.5,0.890081141489755,0.642884742003318,Over
jerami grant,Pts + Rebs + Asts,19.5,1.724450564957181,0.9081501883190604,Under
jerami grant,Assists,2.5,0.5797316327260241,0.5641898688307229,Under
jerami grant,1Q Points,3.5,1.8656948807970508,0.9552316269323503,Over
deni avdija,Points,16.5,1.2134350230578546,0.7378116743526182,Under
deni avdija,Pts + Rebs + Asts,27.5,1.9863297763283536,0.9954432587761178,Under
deni avdija,Rebounds,6.5,0.5271763158512797,0.5248028576808521,Under
deni avdija,1Q Points,3.5,1.6847678486417577,0.8949226162139192,Over
donovan clingan,Points,8.5,1.4284212956193996,0.8345090362953262,Under
donovan clingan,Pts + Rebs + Asts,17.5,2.1033509766641454,0.9946637745718415,Under
donovan clingan,1Q Points,2.5,1.468076836600313,0.7411642151952892,Over
donovan clingan,Assists,1.5,1.2378248167329813,0.7992231488332076,Under
anfernee simons,Points,21.5,1.0069275605182875,0.6689758535060958,Under
anfernee simons,Pts + Rebs + Asts,29.5,1.9460120533535084,0.9820040177845027,Under
anfernee simons,1Q Pts + Rebs + Asts,7.5,0.5600304151466766,0.5200101383822255,Over
anfernee simons,1Q Points,4.5,1.6426331777667083,0.9050113622488727,Over
michael porter jr.,Points,18.5,0.654723696341724,0.5666861973773027,Under
michael porter jr.,Pts + Rebs + Asts,26.5,1.966588668868562,0.9888628896228541,Under
michael porter jr.,Assists,1.5,0.6530046934354127,0.5349529752218164,Over
michael porter jr.,1Q Points,4.5,1.8832833535963482,0.9610944511987828,Over
aaron gordon,Points,11.5,0.9903693433860655,0.6634564477953552,Over
aaron gordon,Pts + Rebs + Asts,20.5,1.8127161978435202,0.956706189742694,Under
aaron gordon,Assists,3.5,0.6218764720203563,0.5516586639525022,Under
aaron gordon,1Q Points,2.5,1.9039855864009834,0.9679951954669944,Over
christian braun,Points,16.5,1.4797861748969126,0.8434646853390859,Under
christian braun,Pts + Rebs + Asts,24.5,1.990294168312479,0.9967647227708264,Under
christian braun,1Q Points,4.5,1.4414634611103883,0.8031129806284172,Over
christian braun,Rebounds,5.5,1.1773420447441956,0.7257806815813985,Under
toumani camara,Points,10.5,0.8423868257159213,0.604061254333089,Under
toumani camara,Pts + Rebs + Asts,18.5,1.9853944863223814,0.9820376599744675,Under
toumani camara,1Q Points,2.5,1.611930955011542,0.8884118894597082,Over
toumani camara,Assists,1.5,0.5708268599177732,0.5531080492668216,Over
jimmy butler,Points,20.5,0.5277582554204555,0.5092527518068185,Under
jimmy butler,Pts + Rebs + Asts,31.5,1.9742948397489193,0.9914316132496398,Under
jimmy butler,1Q Pts + Rebs + Asts,8.5,0.756472519830178,0.5854908399433927,Over
jimmy butler,Assists,5.5,0.5602942284363639,0.5398941966907833,Under
draymond green,Points,8.5,0.6272495129273608,0.5317808865775688,Under
draymond green,Pts + Rebs + Asts,22.5,1.8980903867396473,0.9924967077875505,Under
draymond green,1Q Points,2.5,1.7633443135113769,0.8885351490390279,Over
draymond green,Rebounds,6.5,0.6105943360661858,0.5368647786887286,Over
klay thompson,Points,14.5,0.8625987490791094,0.6422754307169343,Over
klay thompson,Pts + Rebs + Asts,20.5,1.7826190217587787,0.9275396739195929,Under
klay thompson,Rebounds,3.5,0.5591402527431518,0.5197134175810506,Over
klay thompson,1Q Points,3.5,1.8604440587065725,0.9534813529021908,Over
brandin podziemski,Points,11.5,0.9404294962060286,0.638299176383562,Under
brandin podziemski,Pts + Rebs + Asts,22.5,1.896728563688904,0.9920303300304466,Under
brandin podziemski,Assists,3.5,0.5003509145663728,0.5138188063583469,Over
brandin podziemski,1Q Points,2.5,1.7295687968796918,0.874861793871696,Over
dante exum,Points,7.5,0.5063306168243205,0.49226490745892826,Over
dante exum,Pts + Rebs + Asts,13.5,1.7684340866329338,0.9228113622109779,Under
dante exum,Assists,3.5,0.9477582887424664,0.6670405098433104,Under
dante exum,Rebounds,2.5,0.6553675401044917,0.535717650519253,Under
stephen curry,Points,27.5,0.6653757703495977,0.5551252567831992,Under
stephen curry,Pts + Rebs + Asts,37.5,1.979929900811011,0.9933099669370037,Under
stephen curry,1Q Points,6.5,1.9421374061125425,0.9807124687041808,Over
stephen curry,Rebounds,4.5,0.7155833444776629,0.5718611148258876,Over
kyrie irving,Points,27.5,0.7820763445302249,0.5940254481767416,Under
kyrie irving,Pts + Rebs + Asts,39.5,1.9959258714418207,0.9986419571472736,Under
kyrie irving,Assists,5.5,0.5955792208487433,0.5180452015742673,Under
kyrie irving,1Q Points,5.5,1.8909655376701802,0.9900566909829385,Over
buddy hield,Points,15.5,0.6198032523080336,0.5547271412013813,Under
buddy hield,Pts + Rebs + Asts,21.5,1.8957503712790214,0.9652501237596738,Under
buddy hield,Assists,2.5,0.5592485077593143,0.509558335869057,Over
buddy hield,Rebounds,4.5,0.7417947138560269,0.5944691856163914,Under
ja morant,Points,21.5,0.6423133476823327,0.5474377825607776,Over
ja morant,Pts + Rebs + Asts,32.5,1.964482377058328,0.988160792352776,Under
ja morant,Assists,7.5,0.5568380885177487,0.4989865668326118,Over
ja morant,Rebounds,4.5,0.6955232032376077,0.5451843097227034,Over
james harden,Points,21.5,0.619343401607223,0.5397811338690743,Over
james harden,Pts + Rebs + Asts,37.5,1.9693088294749346,0.9897696098249782,Under
james harden,1Q Pts + Rebs + Asts,13.5,0.6091304577518619,0.5363768192506206,Under
james harden,Rebounds,5.5,0.7824609877094865,0.5787210999056774,Over
ivica zubac,Points,15.5,1.1899381480178939,0.7299793826726313,Under
ivica zubac,Pts + Rebs + Asts,30.5,1.996627174101873,0.9988757247006244,Under
ivica zubac,Rebounds,12.5,1.2451972780447593,0.7313346182556218,Under
ivica zubac,1Q Points,4.5,1.8004569297229587,0.8947146740328942,Over
norman powell,Points,22.5,1.2068237507597748,0.7118786292773467,Under
norman powell,Pts + Rebs + Asts,29.0,1.9837784964680565,0.9945928321560188,Under
norman powell,1Q Points,4.5,1.7942256817472364,0.9536606422345516,Over
norman powell,1Q Pts + Rebs + Asts,6.5,0.6578999485570937,0.5526333161856979,Over
kawhi leonard,Points,19.5,1.0513255479460193,0.6837751826486731,Over
kawhi leonard,Pts + Rebs + Asts,28.5,1.9367273551009874,0.9789091183669958,Under
kawhi leonard,1Q Pts + Rebs + Asts,6.5,1.11107548127699,0.70369182709233,Over
